Time,TIMESTAMP_START,Time_Obs_LA2_2012,GPP_PI_F,RECO_PI_F,NEE_F,FCH4,FCH4_F
02-Aug-2013 03:30:00,201308020330,02-Aug-2013 03:30:00,-0,5.65631,5.9205,NaN,226.73
02-Aug-2013 04:00:00,201308020400,02-Aug-2013 04:00:00,-0,5.57221,5.9367,NaN,222.88
02-Aug-2013 04:30:00,201308020430,02-Aug-2013 04:30:00,-0.17506,5.54404,5.369,124.726,124.73
02-Aug-2013 05:00:00,201308020500,02-Aug-2013 05:00:00,-0,5.53947,5.5882,NaN,203.21
02-Aug-2013 05:30:00,201308020530,02-Aug-2013 05:30:00,-0,5.51273,6.0884,NaN,199.27
02-Aug-2013 06:00:00,201308020600,02-Aug-2013 06:00:00,-0,5.52439,6.0738,NaN,200.43
02-Aug-2013 06:30:00,201308020630,02-Aug-2013 06:30:00,-0,5.59816,5.8535,NaN,205.1
02-Aug-2013 07:00:00,201308020700,02-Aug-2013 07:00:00,-0.082217,5.75471,5.6725,NaN,211.43
02-Aug-2013 07:30:00,201308020730,02-Aug-2013 07:30:00,-0.89801,5.91559,5.0176,NaN,194.47
02-Aug-2013 08:00:00,201308020800,02-Aug-2013 08:00:00,-1.9305,6.04687,4.1164,237.85,237.85
02-Aug-2013 08:30:00,201308020830,02-Aug-2013 08:30:00,-3.3483,6.2001,2.8518,NaN,175.78
02-Aug-2013 09:00:00,201308020900,02-Aug-2013 09:00:00,-5.494,6.32082,0.8268,NaN,168.6
02-Aug-2013 09:30:00,201308020930,02-Aug-2013 09:30:00,-6.8866,6.40915,-0.47743,NaN,166.72
02-Aug-2013 10:00:00,201308021000,02-Aug-2013 10:00:00,-18.551,6.5194,-12.032,395.842,395.84
02-Aug-2013 10:30:00,201308021030,02-Aug-2013 10:30:00,-20.065,6.65437,-13.411,NaN,210.13
02-Aug-2013 11:00:00,201308021100,02-Aug-2013 11:00:00,-25.255,6.71324,-18.542,NaN,218.06
02-Aug-2013 11:30:00,201308021130,02-Aug-2013 11:30:00,-19.383,6.64937,-12.734,NaN,202.52
02-Aug-2013 12:00:00,201308021200,02-Aug-2013 12:00:00,-21.238,6.76821,-14.47,NaN,224.21
02-Aug-2013 12:30:00,201308021230,02-Aug-2013 12:30:00,-19.778,6.80812,-12.97,310.032,310.03
02-Aug-2013 13:00:00,201308021300,02-Aug-2013 13:00:00,-21.408,6.83927,-14.568,341.605,341.61
02-Aug-2013 13:30:00,201308021330,02-Aug-2013 13:30:00,-20.938,6.88503,-14.053,330.368,330.37
02-Aug-2013 14:00:00,201308021400,02-Aug-2013 14:00:00,-17.396,6.79938,-10.597,296.401,296.4
02-Aug-2013 14:30:00,201308021430,02-Aug-2013 14:30:00,-20.679,6.92259,-13.756,360.731,360.73
02-Aug-2013 15:00:00,201308021500,02-Aug-2013 15:00:00,-17.058,6.94504,-10.113,NaN,246.46
02-Aug-2013 15:30:00,201308021530,02-Aug-2013 15:30:00,-21.151,7.04911,-14.102,NaN,252.67
02-Aug-2013 16:00:00,201308021600,02-Aug-2013 16:00:00,-16.441,7.03516,-9.4057,278.655,278.65
02-Aug-2013 16:30:00,201308021630,02-Aug-2013 16:30:00,-16.009,6.97739,-9.0314,313.567,313.57
02-Aug-2013 17:00:00,201308021700,02-Aug-2013 17:00:00,-13.437,6.88873,-6.5483,275.925,275.93
02-Aug-2013 17:30:00,201308021730,02-Aug-2013 17:30:00,-11.814,6.8526,-4.9612,306.966,306.97
02-Aug-2013 18:00:00,201308021800,02-Aug-2013 18:00:00,-8.8575,6.75615,-2.1014,255.984,255.98
02-Aug-2013 18:30:00,201308021830,02-Aug-2013 18:30:00,-4.7331,6.61806,1.885,286.675,286.68
02-Aug-2013 19:00:00,201308021900,02-Aug-2013 19:00:00,-1.0884,6.27621,5.1878,NaN,176.64
02-Aug-2013 19:30:00,201308021930,02-Aug-2013 19:30:00,-0.94881,6.03657,5.0878,NaN,188.44
02-Aug-2013 20:00:00,201308022000,02-Aug-2013 20:00:00,-0.72549,5.94847,5.223,NaN,195.71
02-Aug-2013 20:30:00,201308022030,02-Aug-2013 20:30:00,-0.32145,5.89161,5.5702,NaN,204.61
02-Aug-2013 21:00:00,201308022100,02-Aug-2013 21:00:00,-0.14109,5.84364,5.7026,NaN,209.99
02-Aug-2013 21:30:00,201308022130,02-Aug-2013 21:30:00,-0,5.82857,5.9862,NaN,206.69
02-Aug-2013 22:00:00,201308022200,02-Aug-2013 22:00:00,-0,5.78798,5.9349,NaN,202.96
02-Aug-2013 22:30:00,201308022230,02-Aug-2013 22:30:00,-0,5.74132,5.8236,NaN,195.55
02-Aug-2013 23:00:00,201308022300,02-Aug-2013 23:00:00,-0,5.68708,5.8143,NaN,196.39
02-Aug-2013 23:30:00,201308022330,02-Aug-2013 23:30:00,-0,5.70945,5.942,NaN,198.85
03-Aug-2013 00:00:00,201308030000,03-Aug-2013 00:00:00,-0,5.66414,6.0312,NaN,196.26
03-Aug-2013 00:30:00,201308030030,03-Aug-2013 00:30:00,-0,5.65793,6.0204,NaN,193.06
03-Aug-2013 01:00:00,201308030100,03-Aug-2013 01:00:00,-0,5.57033,6.3279,NaN,187.72
03-Aug-2013 01:30:00,201308030130,03-Aug-2013 01:30:00,-0,5.52935,6.3897,NaN,192.4
03-Aug-2013 02:00:00,201308030200,03-Aug-2013 02:00:00,-0,5.54568,6.391,NaN,189
03-Aug-2013 02:30:00,201308030230,03-Aug-2013 02:30:00,-0,5.55447,6.2502,NaN,179
03-Aug-2013 03:00:00,201308030300,03-Aug-2013 03:00:00,-0,5.57535,6.2502,NaN,179
03-Aug-2013 03:30:00,201308030330,03-Aug-2013 03:30:00,-0,5.55846,6.3128,NaN,180.02
03-Aug-2013 04:00:00,201308030400,03-Aug-2013 04:00:00,-0,5.50829,6.3083,NaN,183.22
03-Aug-2013 04:30:00,201308030430,03-Aug-2013 04:30:00,-0,5.53069,6.3083,NaN,183.22
03-Aug-2013 05:00:00,201308030500,03-Aug-2013 05:00:00,-0,5.56975,6.2502,NaN,179
03-Aug-2013 05:30:00,201308030530,03-Aug-2013 05:30:00,-0,5.54373,6.238,NaN,178.96
03-Aug-2013 06:00:00,201308030600,03-Aug-2013 06:00:00,-0,5.55253,6.3462,NaN,179.74
03-Aug-2013 06:30:00,201308030630,03-Aug-2013 06:30:00,-0,5.72042,6.0309,NaN,169.23
03-Aug-2013 07:00:00,201308030700,03-Aug-2013 07:00:00,-0.45453,5.96238,5.5078,NaN,168.71
03-Aug-2013 07:30:00,201308030730,03-Aug-2013 07:30:00,-0.70939,6.09529,5.3859,NaN,156.65
03-Aug-2013 08:00:00,201308030800,03-Aug-2013 08:00:00,-2.1404,6.27938,4.1389,264.772,264.77
03-Aug-2013 08:30:00,201308030830,03-Aug-2013 08:30:00,-11.051,6.44361,-4.6076,NaN,168.09
03-Aug-2013 09:00:00,201308030900,03-Aug-2013 09:00:00,-14.255,6.52798,-7.7275,NaN,163.85
03-Aug-2013 09:30:00,201308030930,03-Aug-2013 09:30:00,-14.02,6.58078,-7.4394,133.226,133.23
03-Aug-2013 10:00:00,201308031000,03-Aug-2013 10:00:00,-18.724,6.73106,-11.992,NaN,206.29
03-Aug-2013 10:30:00,201308031030,03-Aug-2013 10:30:00,-18,6.73887,-11.261,127.9,127.9
03-Aug-2013 11:00:00,201308031100,03-Aug-2013 11:00:00,-20.758,6.8216,-13.937,112.777,112.78
03-Aug-2013 11:30:00,201308031130,03-Aug-2013 11:30:00,-20.096,6.95209,-13.143,NaN,239.9
03-Aug-2013 12:00:00,201308031200,03-Aug-2013 12:00:00,-18.074,7.01823,-11.055,NaN,240.09
03-Aug-2013 12:30:00,201308031230,03-Aug-2013 12:30:00,-21.771,7.10967,-14.662,NaN,245.83
03-Aug-2013 13:00:00,201308031300,03-Aug-2013 13:00:00,-16.698,6.96982,-9.7279,134.752,134.75
03-Aug-2013 13:30:00,201308031330,03-Aug-2013 13:30:00,-15.35,6.77228,-8.5779,208.596,208.6
03-Aug-2013 14:00:00,201308031400,03-Aug-2013 14:00:00,-16.073,6.91973,-9.1529,176.032,176.03
03-Aug-2013 14:30:00,201308031430,03-Aug-2013 14:30:00,-18.426,7.03397,-11.392,NaN,239.9
03-Aug-2013 15:00:00,201308031500,03-Aug-2013 15:00:00,-8.7285,6.69487,-2.0336,158.142,158.14
03-Aug-2013 15:30:00,201308031530,03-Aug-2013 15:30:00,-1.8991,5.97428,4.0752,NaN,162.97
03-Aug-2013 16:00:00,201308031600,03-Aug-2013 16:00:00,-0.47082,5.92074,5.4499,236.963,236.96
03-Aug-2013 16:30:00,201308031630,03-Aug-2013 16:30:00,-1.9189,6.11284,4.1939,NaN,148.4
03-Aug-2013 17:00:00,201308031700,03-Aug-2013 17:00:00,-10.579,6.51881,-4.0599,NaN,172.89
03-Aug-2013 17:30:00,201308031730,03-Aug-2013 17:30:00,-11.825,6.76262,-5.0627,196.341,196.34
03-Aug-2013 18:00:00,201308031800,03-Aug-2013 18:00:00,-9.057,6.5813,-2.4757,220.501,220.5
03-Aug-2013 18:30:00,201308031830,03-Aug-2013 18:30:00,-6.3708,6.33373,-0.037023,180.435,180.44
03-Aug-2013 19:00:00,201308031900,03-Aug-2013 19:00:00,-1.2043,6.1507,4.9464,NaN,153.86
03-Aug-2013 19:30:00,201308031930,03-Aug-2013 19:30:00,-0.15774,6.01298,5.8552,NaN,166.71
03-Aug-2013 20:00:00,201308032000,03-Aug-2013 20:00:00,-0.082747,6.0091,5.9264,NaN,165.44
03-Aug-2013 20:30:00,201308032030,03-Aug-2013 20:30:00,-0.019978,5.98533,5.9654,NaN,165.34
03-Aug-2013 21:00:00,201308032100,03-Aug-2013 21:00:00,-0,5.93859,6.3883,NaN,167.18
03-Aug-2013 21:30:00,201308032130,03-Aug-2013 21:30:00,-0,5.91023,6.3775,NaN,167.15
03-Aug-2013 22:00:00,201308032200,03-Aug-2013 22:00:00,-0,5.9033,6.3983,NaN,166.23
03-Aug-2013 22:30:00,201308032230,03-Aug-2013 22:30:00,-0,5.88106,6.3386,NaN,162.77
03-Aug-2013 23:00:00,201308032300,03-Aug-2013 23:00:00,-0,5.81594,6.3632,NaN,159.53
03-Aug-2013 23:30:00,201308032330,03-Aug-2013 23:30:00,-0,5.84732,6.3386,NaN,158.4
04-Aug-2013 00:00:00,201308040000,04-Aug-2013 00:00:00,-0,5.84499,6.3948,NaN,158.88
04-Aug-2013 00:30:00,201308040030,04-Aug-2013 00:30:00,-0,5.86104,6.4507,NaN,157.51
04-Aug-2013 01:00:00,201308040100,04-Aug-2013 01:00:00,-0,5.86177,6.4739,NaN,156.13
04-Aug-2013 01:30:00,201308040130,04-Aug-2013 01:30:00,-6.0035,6.53626,0.53279,NaN,152.39
04-Aug-2013 02:00:00,201308040200,04-Aug-2013 02:00:00,-5.7591,6.50199,0.74288,NaN,151.96
04-Aug-2013 02:30:00,201308040230,04-Aug-2013 02:30:00,-0,5.78593,6.5825,NaN,150.99
04-Aug-2013 03:00:00,201308040300,04-Aug-2013 03:00:00,-0,5.79433,6.485,NaN,149.83
04-Aug-2013 03:30:00,201308040330,04-Aug-2013 03:30:00,-0,5.82414,6.4517,NaN,148.6
04-Aug-2013 04:00:00,201308040400,04-Aug-2013 04:00:00,-0,5.84783,6.4474,NaN,150.13
04-Aug-2013 04:30:00,201308040430,04-Aug-2013 04:30:00,-0,5.8088,6.4517,NaN,148.6
04-Aug-2013 05:00:00,201308040500,04-Aug-2013 05:00:00,-0,5.76365,6.5492,NaN,148.37
04-Aug-2013 05:30:00,201308040530,04-Aug-2013 05:30:00,-0,5.81334,6.4517,NaN,148.6
04-Aug-2013 06:00:00,201308040600,04-Aug-2013 06:00:00,-0,5.85077,8.4114,231.772,231.77
04-Aug-2013 06:30:00,201308040630,04-Aug-2013 06:30:00,-0,5.91567,6.2786,NaN,150.77
04-Aug-2013 07:00:00,201308040700,04-Aug-2013 07:00:00,-0.70112,6.16194,5.4608,NaN,141.49
04-Aug-2013 07:30:00,201308040730,04-Aug-2013 07:30:00,-1.2053,6.25242,5.0471,175.919,175.92
04-Aug-2013 08:00:00,201308040800,04-Aug-2013 08:00:00,-12.199,6.31845,-5.8805,NaN,134.31
04-Aug-2013 08:30:00,201308040830,04-Aug-2013 08:30:00,-14.282,6.3935,-7.8884,56.081,56.081
04-Aug-2013 09:00:00,201308040900,04-Aug-2013 09:00:00,-16.028,6.53809,-9.49,146.878,146.88
04-Aug-2013 09:30:00,201308040930,04-Aug-2013 09:30:00,-18.438,6.65359,-11.785,NaN,161.46
04-Aug-2013 10:00:00,201308041000,04-Aug-2013 10:00:00,-18.352,6.75525,-11.597,137.436,137.44
04-Aug-2013 10:30:00,201308041030,04-Aug-2013 10:30:00,-17.594,6.76337,-10.83,119.223,119.22
04-Aug-2013 11:00:00,201308041100,04-Aug-2013 11:00:00,-18.947,6.81663,-12.13,NaN,206.43
04-Aug-2013 11:30:00,201308041130,04-Aug-2013 11:30:00,-20.299,6.91488,-13.384,188.423,188.42
04-Aug-2013 12:00:00,201308041200,04-Aug-2013 12:00:00,-21.416,6.96493,-14.451,192.33,192.33
04-Aug-2013 12:30:00,201308041230,04-Aug-2013 12:30:00,-19.945,7.0239,-12.921,NaN,245.79
04-Aug-2013 13:00:00,201308041300,04-Aug-2013 13:00:00,-17.634,7.05885,-10.575,176.989,176.99
04-Aug-2013 13:30:00,201308041330,04-Aug-2013 13:30:00,-19.271,7.14303,-12.128,248.257,248.26
04-Aug-2013 14:00:00,201308041400,04-Aug-2013 14:00:00,-17.197,7.09578,-10.101,205.369,205.37
04-Aug-2013 14:30:00,201308041430,04-Aug-2013 14:30:00,-19.194,7.20964,-11.984,245.1,245.1
04-Aug-2013 15:00:00,201308041500,04-Aug-2013 15:00:00,-18.718,7.04753,-11.671,NaN,254.84
04-Aug-2013 15:30:00,201308041530,04-Aug-2013 15:30:00,-5.7545,6.73461,0.98012,145.653,145.65
04-Aug-2013 16:00:00,201308041600,04-Aug-2013 16:00:00,-6.1592,6.54679,0.38761,199.197,199.2
04-Aug-2013 16:30:00,201308041630,04-Aug-2013 16:30:00,-3.8466,6.34022,2.4937,NaN,146.01
04-Aug-2013 17:00:00,201308041700,04-Aug-2013 17:00:00,-2.7627,6.23779,3.4751,168.312,168.31
04-Aug-2013 17:30:00,201308041730,04-Aug-2013 17:30:00,-5.0322,6.19143,1.1592,65.094,65.094
04-Aug-2013 18:00:00,201308041800,04-Aug-2013 18:00:00,-4.0629,6.14049,2.0776,156.634,156.63
04-Aug-2013 18:30:00,201308041830,04-Aug-2013 18:30:00,-3.4383,6.00289,2.5646,129.819,129.82
04-Aug-2013 19:00:00,201308041900,04-Aug-2013 19:00:00,-2.5734,6.02792,3.4545,154.525,154.53
04-Aug-2013 19:30:00,201308041930,04-Aug-2013 19:30:00,-0.9468,5.88716,4.9404,198.948,198.95
04-Aug-2013 20:00:00,201308042000,04-Aug-2013 20:00:00,-0,5.89853,6.2881,95.276,95.276
04-Aug-2013 20:30:00,201308042030,04-Aug-2013 20:30:00,-0,5.90838,6.1378,NaN,150.41
04-Aug-2013 21:00:00,201308042100,04-Aug-2013 21:00:00,-0,5.84671,6.4474,NaN,151.85
04-Aug-2013 21:30:00,201308042130,04-Aug-2013 21:30:00,-0,5.81852,6.4474,NaN,150.13
04-Aug-2013 22:00:00,201308042200,04-Aug-2013 22:00:00,-0,5.8162,6.4474,NaN,150.13
04-Aug-2013 22:30:00,201308042230,04-Aug-2013 22:30:00,-0,5.81693,6.4474,NaN,150.13
04-Aug-2013 23:00:00,201308042300,04-Aug-2013 23:00:00,-0,5.85721,6.4474,NaN,151.88
04-Aug-2013 23:30:00,201308042330,04-Aug-2013 23:30:00,-0,5.85641,6.4474,NaN,152.31
05-Aug-2013 00:00:00,201308050000,05-Aug-2013 00:00:00,-0,5.77956,6.5027,NaN,150.44
05-Aug-2013 00:30:00,201308050030,05-Aug-2013 00:30:00,-0,5.73008,6.5407,NaN,150.18
05-Aug-2013 01:00:00,201308050100,05-Aug-2013 01:00:00,-0,5.76277,6.5427,NaN,150.9
05-Aug-2013 01:30:00,201308050130,05-Aug-2013 01:30:00,-0,5.73612,6.5989,NaN,151.15
05-Aug-2013 02:00:00,201308050200,05-Aug-2013 02:00:00,-0,5.74599,6.5242,NaN,151.54
05-Aug-2013 02:30:00,201308050230,05-Aug-2013 02:30:00,-0,5.74064,6.5407,NaN,150.18
05-Aug-2013 03:00:00,201308050300,05-Aug-2013 03:00:00,-0,5.71096,6.6193,NaN,152.67
05-Aug-2013 03:30:00,201308050330,05-Aug-2013 03:30:00,-0,5.69041,6.65,NaN,156.01
05-Aug-2013 04:00:00,201308050400,05-Aug-2013 04:00:00,-0,5.70484,6.5365,NaN,144.54
05-Aug-2013 04:30:00,201308050430,05-Aug-2013 04:30:00,-0,5.70862,6.6046,NaN,143.77
05-Aug-2013 05:00:00,201308050500,05-Aug-2013 05:00:00,-0,5.72456,6.6046,NaN,143.77
05-Aug-2013 05:30:00,201308050530,05-Aug-2013 05:30:00,-0,5.68882,7.8893,224.777,224.78
05-Aug-2013 06:00:00,201308050600,05-Aug-2013 06:00:00,-5.2375,6.01439,0.77689,NaN,185.63
05-Aug-2013 06:30:00,201308050630,05-Aug-2013 06:30:00,-0,5.75867,18.056,540.5,NaN
05-Aug-2013 07:00:00,201308050700,05-Aug-2013 07:00:00,-3.7011,6.03395,2.3329,197.521,197.52
05-Aug-2013 07:30:00,201308050730,05-Aug-2013 07:30:00,-8.5433,6.12697,-2.4163,NaN,165.31
05-Aug-2013 08:00:00,201308050800,05-Aug-2013 08:00:00,-10.482,6.2561,-4.2259,240.428,240.43
05-Aug-2013 08:30:00,201308050830,05-Aug-2013 08:30:00,-12.503,6.3774,-6.1257,122.731,122.73
05-Aug-2013 09:00:00,201308050900,05-Aug-2013 09:00:00,-17.569,6.49843,-11.071,170.24,170.24
05-Aug-2013 09:30:00,201308050930,05-Aug-2013 09:30:00,-17.738,6.62067,-11.117,130.044,130.04
05-Aug-2013 10:00:00,201308051000,05-Aug-2013 10:00:00,-21.506,6.69469,-14.812,NaN,173.23
05-Aug-2013 10:30:00,201308051030,05-Aug-2013 10:30:00,-12.771,6.69377,-6.077,154.368,154.37
05-Aug-2013 11:00:00,201308051100,05-Aug-2013 11:00:00,-16.357,6.79454,-9.5623,110.195,110.19
05-Aug-2013 11:30:00,201308051130,05-Aug-2013 11:30:00,-16.751,6.89209,-9.8594,104.402,104.4
05-Aug-2013 12:00:00,201308051200,05-Aug-2013 12:00:00,-17.878,6.9879,-10.89,NaN,164.44
05-Aug-2013 12:30:00,201308051230,05-Aug-2013 12:30:00,-16.83,7.00775,-9.8227,161.211,161.21
05-Aug-2013 13:00:00,201308051300,05-Aug-2013 13:00:00,-17.735,7.07064,-10.664,153.949,153.95
05-Aug-2013 13:30:00,201308051330,05-Aug-2013 13:30:00,-17.915,7.09043,-10.825,185.17,185.17
05-Aug-2013 14:00:00,201308051400,05-Aug-2013 14:00:00,-14.32,7.03309,-7.2867,170.453,170.45
05-Aug-2013 14:30:00,201308051430,05-Aug-2013 14:30:00,-17.087,7.20541,-9.8818,NaN,191.36
05-Aug-2013 15:00:00,201308051500,05-Aug-2013 15:00:00,-16.405,7.25463,-9.1503,213.412,213.41
05-Aug-2013 15:30:00,201308051530,05-Aug-2013 15:30:00,-12.342,7.28313,-5.0591,143.826,143.83
05-Aug-2013 16:00:00,201308051600,05-Aug-2013 16:00:00,-11.853,7.21279,-4.6399,251.48,251.48
05-Aug-2013 16:30:00,201308051630,05-Aug-2013 16:30:00,-13.274,7.03272,-6.2412,178.507,178.51
05-Aug-2013 17:00:00,201308051700,05-Aug-2013 17:00:00,-10.757,6.96497,-3.7917,192.315,192.31
05-Aug-2013 17:30:00,201308051730,05-Aug-2013 17:30:00,-9.081,6.98925,-2.0917,NaN,223.17
05-Aug-2013 18:00:00,201308051800,05-Aug-2013 18:00:00,-9.0631,6.94672,-2.1164,186.587,186.59
05-Aug-2013 18:30:00,201308051830,05-Aug-2013 18:30:00,-14.727,6.73585,-7.9916,164.857,164.86
05-Aug-2013 19:00:00,201308051900,05-Aug-2013 19:00:00,-8.3221,6.56754,-1.7546,NaN,169.43
05-Aug-2013 19:30:00,201308051930,05-Aug-2013 19:30:00,-0.35751,6.26951,5.912,116.561,116.56
05-Aug-2013 20:00:00,201308052000,05-Aug-2013 20:00:00,-0.98501,6.11205,5.127,NaN,140.66
05-Aug-2013 20:30:00,201308052030,05-Aug-2013 20:30:00,-0.38842,6.0328,5.6444,NaN,139.97
05-Aug-2013 21:00:00,201308052100,05-Aug-2013 21:00:00,-0,6.02141,7.0116,234.247,234.25
05-Aug-2013 21:30:00,201308052130,05-Aug-2013 21:30:00,-0,5.93607,6.0061,NaN,149.81
05-Aug-2013 22:00:00,201308052200,05-Aug-2013 22:00:00,-0,5.93525,5.9423,NaN,148.58
05-Aug-2013 22:30:00,201308052230,05-Aug-2013 22:30:00,-0,5.92387,5.9423,NaN,148.58
05-Aug-2013 23:00:00,201308052300,05-Aug-2013 23:00:00,-0,5.88531,6.0957,NaN,147.81
05-Aug-2013 23:30:00,201308052330,05-Aug-2013 23:30:00,-0,5.84071,6.393,NaN,149.19
06-Aug-2013 00:00:00,201308060000,06-Aug-2013 00:00:00,-0,5.83235,6.3945,NaN,148.96
06-Aug-2013 00:30:00,201308060030,06-Aug-2013 00:30:00,-0,5.78624,6.4032,NaN,147.94
06-Aug-2013 01:00:00,201308060100,06-Aug-2013 01:00:00,-0,5.74616,6.443,NaN,146.48
06-Aug-2013 01:30:00,201308060130,06-Aug-2013 01:30:00,-0,5.73781,6.4456,NaN,143.31
06-Aug-2013 02:00:00,201308060200,06-Aug-2013 02:00:00,-0,5.7053,6.4994,NaN,141.87
06-Aug-2013 02:30:00,201308060230,06-Aug-2013 02:30:00,-0,5.69544,6.4994,NaN,141.87
06-Aug-2013 03:00:00,201308060300,06-Aug-2013 03:00:00,-0,5.68106,6.479,NaN,142.31
06-Aug-2013 03:30:00,201308060330,06-Aug-2013 03:30:00,-0,5.65611,6.4764,NaN,145.41
06-Aug-2013 04:00:00,201308060400,06-Aug-2013 04:00:00,-0,5.67195,6.4906,NaN,140.85
06-Aug-2013 04:30:00,201308060430,06-Aug-2013 04:30:00,-0,5.66211,6.4764,NaN,142.63
06-Aug-2013 05:00:00,201308060500,06-Aug-2013 05:00:00,-0,5.64622,6.5216,NaN,147.73
06-Aug-2013 05:30:00,201308060530,06-Aug-2013 05:30:00,-0,5.63336,6.404,NaN,153.49
06-Aug-2013 06:00:00,201308060600,06-Aug-2013 06:00:00,-1.9424,5.63108,3.6887,143.29,143.29
06-Aug-2013 06:30:00,201308060630,06-Aug-2013 06:30:00,-5.1069,5.68163,0.57475,25.37,25.37
06-Aug-2013 07:00:00,201308060700,06-Aug-2013 07:00:00,-0,5.9266,17.664,NaN,NaN
06-Aug-2013 07:30:00,201308060730,06-Aug-2013 07:30:00,-0,6.12881,9.9947,392.992,392.99
06-Aug-2013 08:00:00,201308060800,06-Aug-2013 08:00:00,-8.2558,6.24351,-2.0123,146.169,146.17
06-Aug-2013 08:30:00,201308060830,06-Aug-2013 08:30:00,-9.5138,6.39237,-3.1214,NaN,123
06-Aug-2013 09:00:00,201308060900,06-Aug-2013 09:00:00,-16.085,6.48263,-9.6027,102.222,102.22
06-Aug-2013 09:30:00,201308060930,06-Aug-2013 09:30:00,-16.357,6.58612,-9.7712,170.316,170.32
06-Aug-2013 10:00:00,201308061000,06-Aug-2013 10:00:00,-15.311,6.65368,-8.6569,135.713,135.71
06-Aug-2013 10:30:00,201308061030,06-Aug-2013 10:30:00,-12.713,6.66912,-6.0441,NaN,155.17
06-Aug-2013 11:00:00,201308061100,06-Aug-2013 11:00:00,-16.474,6.78253,-9.6913,158.571,158.57
06-Aug-2013 11:30:00,201308061130,06-Aug-2013 11:30:00,-16.068,6.84087,-9.2267,117.291,117.29
06-Aug-2013 12:00:00,201308061200,06-Aug-2013 12:00:00,-17.421,6.87692,-10.544,NaN,192.46
06-Aug-2013 12:30:00,201308061230,06-Aug-2013 12:30:00,-16.848,6.92033,-9.9279,100.851,100.85
06-Aug-2013 13:00:00,201308061300,06-Aug-2013 13:00:00,-18.124,7.03888,-11.085,NaN,215.28
06-Aug-2013 13:30:00,201308061330,06-Aug-2013 13:30:00,-19.416,7.06294,-12.353,192.229,192.23
06-Aug-2013 14:00:00,201308061400,06-Aug-2013 14:00:00,-14.192,7.05166,-7.1399,195.187,195.19
06-Aug-2013 14:30:00,201308061430,06-Aug-2013 14:30:00,-17.212,7.10806,-10.104,214.23,214.23
06-Aug-2013 15:00:00,201308061500,06-Aug-2013 15:00:00,-15.665,7.17757,-8.4875,NaN,194.75
06-Aug-2013 15:30:00,201308061530,06-Aug-2013 15:30:00,-14.366,7.28205,-7.084,NaN,186.72
06-Aug-2013 16:00:00,201308061600,06-Aug-2013 16:00:00,-12.813,7.19025,-5.6229,135.959,135.96
06-Aug-2013 16:30:00,201308061630,06-Aug-2013 16:30:00,-12.46,7.20099,-5.2591,167.618,167.62
06-Aug-2013 17:00:00,201308061700,06-Aug-2013 17:00:00,-11.188,7.29366,-3.8941,127.239,127.24
06-Aug-2013 17:30:00,201308061730,06-Aug-2013 17:30:00,-11.25,7.28096,-3.9692,226.885,226.88
06-Aug-2013 18:00:00,201308061800,06-Aug-2013 18:00:00,-8.1968,7.22729,-0.96953,145.723,145.72
06-Aug-2013 18:30:00,201308061830,06-Aug-2013 18:30:00,-17.968,7.08553,-10.882,126.775,126.78
06-Aug-2013 19:00:00,201308061900,06-Aug-2013 19:00:00,-14.994,6.76165,-8.2322,NaN,218.06
06-Aug-2013 19:30:00,201308061930,06-Aug-2013 19:30:00,-0,6.39537,8.6243,155.154,155.15
06-Aug-2013 20:00:00,201308062000,06-Aug-2013 20:00:00,-0,6.22736,7.1728,NaN,131.59
06-Aug-2013 20:30:00,201308062030,06-Aug-2013 20:30:00,-0,6.11136,6.674,138.446,138.45
06-Aug-2013 21:00:00,201308062100,06-Aug-2013 21:00:00,-0,6.00271,7.5552,171.129,171.13
06-Aug-2013 21:30:00,201308062130,06-Aug-2013 21:30:00,-0,5.93893,6.2906,159.26,159.26
06-Aug-2013 22:00:00,201308062200,06-Aug-2013 22:00:00,-0,5.90663,6.0099,NaN,160.69
06-Aug-2013 22:30:00,201308062230,06-Aug-2013 22:30:00,-0,5.89531,6.2536,NaN,164.02
06-Aug-2013 23:00:00,201308062300,06-Aug-2013 23:00:00,-0,5.86001,6.2536,NaN,164.02
06-Aug-2013 23:30:00,201308062330,06-Aug-2013 23:30:00,-0,5.81419,6.4591,NaN,163.36
07-Aug-2013 00:00:00,201308070000,07-Aug-2013 00:00:00,-0,5.79239,6.4588,NaN,163.85
07-Aug-2013 00:30:00,201308070030,07-Aug-2013 00:30:00,-0,5.78708,6.4699,NaN,165.23
07-Aug-2013 01:00:00,201308070100,07-Aug-2013 01:00:00,-0,5.73677,6.5066,NaN,164.48
07-Aug-2013 01:30:00,201308070130,07-Aug-2013 01:30:00,-0,5.69846,8.6365,295.528,295.53
07-Aug-2013 02:00:00,201308070200,07-Aug-2013 02:00:00,-0,5.74418,10.177,345.459,345.46
07-Aug-2013 02:30:00,201308070230,07-Aug-2013 02:30:00,-0,5.79138,6.4588,NaN,163.85
07-Aug-2013 03:00:00,201308070300,07-Aug-2013 03:00:00,-0,5.78158,5.8989,147.093,147.09
07-Aug-2013 03:30:00,201308070330,07-Aug-2013 03:30:00,-0,5.76729,6.4699,NaN,165.23
07-Aug-2013 04:00:00,201308070400,07-Aug-2013 04:00:00,-0,5.72301,6.5136,NaN,163.49
